drug_a,drug_b,score,name_a,name_b,influential_neighbors_a,influential_neighbors_b
DB11587,DB14055,0.9828487038612366,Etafedrine,(S)-Warfarin,DB11587:Etafedrine (1.000),DB01141:Micafungin (1.000); DB15213:25-desacetylrifapentine (1.000); DB01220:Rifaximin (1.000)
DB00681,DB01873,0.9828328490257264,Amphotericin B,Epothilone D,DB00681:Amphotericin B (0.115); DB13821:Ceftezole (0.002),DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000)
DB13308,DB13411,0.9828291535377502,Oxametacin,Lofepramine,DB13308:Oxametacin (1.000),DB09275:Bismuth subcitrate potassium (0.075); DB13411:Lofepramine (0.033)
DB08880,DB12291,0.9828290343284608,Teriflunomide,Tacedinaline,DB00570:Vinblastine (1.000); DB12026:Voxilaprevir (1.000); DB11575:Grazoprevir (1.000),DB12291:Tacedinaline (1.000)
DB11344,DB13689,0.9828238487243652,(+)-menthol,Tacalcitol,DB11344:(+)-menthol (1.000),DB13689:Tacalcitol (0.214); DB00252:Phenytoin (0.031)
DB00122,DB06770,0.9828059077262878,Choline,Benzyl alcohol,DB00122:Choline (0.853); DB01004:Ganciclovir (0.829),DB04952:Ramoplanin (1.000); DB11377:Bambermycins (1.000); DB11401:Efrotomycin (1.000)
DB09275,DB09400,0.98279070854187,Bismuth subcitrate potassium,Selenomethionine Se-75,DB00256:Lymecycline (1.000); DB12329:Eravacycline (0.997); DB00453:Clomocycline (0.997),DB09400:Selenomethionine Se-75 (0.504); DB06210:Eltrombopag (0.024)
DB07443,DB13551,0.98276549577713,(2Z)-N-biphenyl-4-yl-2-cyano-3-hydroxybut-2-enamide,Cinchophen,DB07443:(2Z)-N-biphenyl-4-yl-2-cyano-3-hydroxybut-2-enamide (1.000),DB13551:Cinchophen (0.623); DB01021:Trichlormethiazide (0.108)
DB00981,DB06274,0.9826479554176332,Physostigmine,Alvimopan,DB00981:Physostigmine (0.105); DB09262:Imidafenacin (0.044),DB06274:Alvimopan (0.523); DB09049:Naloxegol (0.318)
DB09400,DB13771,0.9826472401618958,Selenomethionine Se-75,Ferric sodium citrate,DB09400:Selenomethionine Se-75 (0.504); DB06210:Eltrombopag (0.024),DB13771:Ferric sodium citrate (1.000)
DB13821,DB13836,0.9826393127441406,Ceftezole,Metampicillin,DB06402:Telavancin (1.000); DB00512:Vancomycin (1.000); DB00115:Cyanocobalamin (0.998),DB13836:Metampicillin (0.019); DB14055:(S)-Warfarin (0.016)
DB01524,DB13622,0.982602834701538,Androstenediol,Selenium (75Se) norcholesterol,DB01524:Androstenediol (0.356); DB04630:Aldosterone (0.042),DB13622:Selenium (75Se) norcholesterol (0.226); DB06210:Eltrombopag (0.006)
DB00328,DB00461,0.9825536608695984,Indomethacin,Nabumetone,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB00461:Nabumetone (0.095); DB08880:Teriflunomide (0.005)
DB00877,DB01873,0.9825276732444764,Sirolimus,Epothilone D,DB08880:Teriflunomide (0.002); DB00877:Sirolimus (0.000),DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000)
DB00864,DB01873,0.9825206398963928,Tacrolimus,Epothilone D,DB08880:Teriflunomide (0.002); DB00864:Tacrolimus (0.001),DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000)
DB07983,DB08261,0.9825140833854676,1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID,"2-hydroxy-7-methoxy-5-methyl-naphthalene-1-carboxylic acid meso-2,5-dihydroxy-cyclopent-3-enyl ester",DB07983:1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID (1.000),"DB08261:2-hydroxy-7-methoxy-5-methyl-naphthalene-1-carboxylic acid meso-2,5-dihydroxy-cyclopent-3-enyl ester (1.000)"
DB00337,DB01873,0.98250812292099,Pimecrolimus,Epothilone D,DB08880:Teriflunomide (0.002); DB00337:Pimecrolimus (0.001),DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000)
DB00641,DB01873,0.9824907183647156,Simvastatin,Epothilone D,DB08880:Teriflunomide (0.002); DB00641:Simvastatin (0.002),DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000)
DB06274,DB15317,0.9824725389480592,Alvimopan,Posiphen,DB06274:Alvimopan (0.523); DB09049:Naloxegol (0.318),DB15317:Posiphen (0.146); DB09262:Imidafenacin (0.047)
DB00390,DB01873,0.9824720621109008,Digoxin,Epothilone D,DB00390:Digoxin (0.005); DB08880:Teriflunomide (0.003),DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000)
DB04892,DB06274,0.9824069738388062,Phenserine,Alvimopan,DB04892:Phenserine (0.146); DB09262:Imidafenacin (0.047),DB06274:Alvimopan (0.523); DB09049:Naloxegol (0.318)
DB00624,DB01873,0.9823847413063048,Testosterone,Epothilone D,DB00624:Testosterone (0.042); DB08880:Teriflunomide (0.004),DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000)
DB07768,DB13622,0.9823747277259828,Epitestosterone,Selenium (75Se) norcholesterol,DB07768:Epitestosterone (0.465); DB04630:Aldosterone (0.063),DB13622:Selenium (75Se) norcholesterol (0.226); DB06210:Eltrombopag (0.006)
DB13821,DB14725,0.9823727011680604,Ceftezole,Cefamandole nafate,DB06402:Telavancin (1.000); DB00512:Vancomycin (1.000); DB00115:Cyanocobalamin (0.998),DB14725:Cefamandole nafate (0.053); DB14055:(S)-Warfarin (0.016)
DB00620,DB01873,0.982371747493744,Triamcinolone,Epothilone D,DB00620:Triamcinolone (0.009); DB08880:Teriflunomide (0.003),DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000)
DB00547,DB01873,0.9823619723320008,Desoximetasone,Epothilone D,DB00547:Desoximetasone (0.020); DB08880:Teriflunomide (0.004),DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000)
DB06770,DB11587,0.9823618531227112,Benzyl alcohol,Etafedrine,DB04952:Ramoplanin (1.000); DB11377:Bambermycins (1.000); DB11401:Efrotomycin (1.000),DB11587:Etafedrine (1.000)
DB01629,DB01711,0.9823542833328248,5-fluorouridine,"2,3,4,5,6-Pentafluorobenzyl Alcohol",DB01629:5-fluorouridine (0.067); DB08984:Etofenamate (0.037),"DB01711:2,3,4,5,6-Pentafluorobenzyl Alcohol (1.000)"
DB00210,DB07983,0.9823489785194396,Adapalene,1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID,DB00210:Adapalene (0.103); DB00936:Salicylic acid (0.075),DB07983:1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID (1.000)
DB01234,DB01873,0.982341170310974,Dexamethasone,Epothilone D,DB01234:Dexamethasone (0.011); DB08880:Teriflunomide (0.003),DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000)
DB07983,DB13470,0.9823251962661744,1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID,Cefodizime,DB07983:1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID (1.000),DB13470:Cefodizime (0.161); DB13821:Ceftezole (0.005)
DB00764,DB01873,0.9823083877563475,Mometasone,Epothilone D,DB00764:Mometasone (0.020); DB08880:Teriflunomide (0.004),DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000)
DB13771,DB14520,0.98230642080307,Ferric sodium citrate,Tetraferric tricitrate decahydrate,DB13771:Ferric sodium citrate (1.000),DB14520:Tetraferric tricitrate decahydrate (0.665); DB00537:Ciprofloxacin (0.155)
DB04977,DB09059,0.9822291135787964,Plitidepsin,Atosiban,DB00983:Formoterol (0.004); DB04977:Plitidepsin (0.001),DB00983:Formoterol (0.003); DB09059:Atosiban (0.001)
DB06663,DB09059,0.9821709394454956,Pasireotide,Atosiban,DB13985:Lutetium Lu 177 dotatate (0.977); DB13925:Dotatate gallium Ga-68 (0.975); DB06663:Pasireotide (0.814),DB00983:Formoterol (0.003); DB09059:Atosiban (0.001)
DB07983,DB13873,0.9821656346321106,1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID,Fenofibric acid,DB07983:1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID (1.000),DB13873:Fenofibric acid (0.249); DB13821:Ceftezole (0.007)
DB01629,DB12290,0.9821572303771972,5-fluorouridine,Puerarin,DB01629:5-fluorouridine (0.067); DB08984:Etofenamate (0.037),DB12290:Puerarin (0.357); DB13967:Patent Blue (0.005)
DB00328,DB13039,0.9821420907974244,Indomethacin,Aminaphthone,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB13039:Aminaphthone (1.000)
DB04892,DB11181,0.982096791267395,Phenserine,Homatropine,DB04892:Phenserine (0.146); DB09262:Imidafenacin (0.047),DB11181:Homatropine (0.193); DB09262:Imidafenacin (0.050)
DB11181,DB15317,0.9820422530174256,Homatropine,Posiphen,DB11181:Homatropine (0.193); DB09262:Imidafenacin (0.050),DB15317:Posiphen (0.146); DB09262:Imidafenacin (0.047)
DB01548,DB11490,0.9820095896720886,Diprenorphine,Nalorphine,DB01548:Diprenorphine (0.611); DB09049:Naloxegol (0.312),DB11490:Nalorphine (0.478); DB09049:Naloxegol (0.089)
DB00682,DB15464,0.981960654258728,Warfarin,Urolithin A,DB01201:Rifapentine (1.000); DB09308:Solithromycin (1.000); DB00954:Dirithromycin (1.000),DB15464:Urolithin A (1.000)
DB09275,DB13771,0.9819532036781312,Bismuth subcitrate potassium,Ferric sodium citrate,DB00256:Lymecycline (1.000); DB12329:Eravacycline (0.997); DB00453:Clomocycline (0.997),DB13771:Ferric sodium citrate (1.000)
DB00682,DB14483,0.9819092750549316,Warfarin,Calcium ascorbate,DB01201:Rifapentine (1.000); DB09308:Solithromycin (1.000); DB00954:Dirithromycin (1.000),DB14483:Calcium ascorbate (1.000)
DB04500,DB08880,0.9819066524505616,Acedoben,Teriflunomide,DB04500:Acedoben (1.000),DB00570:Vinblastine (1.000); DB12026:Voxilaprevir (1.000); DB11575:Grazoprevir (1.000)
DB07983,DB12364,0.9818578958511353,1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID,Betrixaban,DB07983:1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID (1.000),DB12364:Betrixaban (0.168); DB13821:Ceftezole (0.005)
DB03622,DB09076,0.9818451404571532,"5-[4-(2-Hydroxyethyl)-1-piperidinyl]-5-phenyl-2,4,6(1H,3H,5H)-pyrimidinetrione",Umeclidinium,"DB03622:5-[4-(2-Hydroxyethyl)-1-piperidinyl]-5-phenyl-2,4,6(1H,3H,5H)-pyrimidinetrione (1.000)",DB09076:Umeclidinium (0.693); DB14719:Bentazepam (0.076)
DB08783,DB11473,0.9818206429481506,(4-{(2S)-2-[(tert-butoxycarbonyl)amino]-3-methoxy-3-oxopropyl}phenyl)methaneseleninic acid,Metrifonate,DB08783:(4-{(2S)-2-[(tert-butoxycarbonyl)amino]-3-methoxy-3-oxopropyl}phenyl)methaneseleninic acid (0.452); DB06210:Eltrombopag (0.010),DB11473:Metrifonate (0.323); DB09262:Imidafenacin (0.059)
DB12425,DB14218,0.9817876815795898,Liothyronine I-131,Telotristat,DB12425:Liothyronine I-131 (0.158); DB08984:Etofenamate (0.045),DB00338:Omeprazole (0.494); DB14218:Telotristat (0.426)
DB00682,DB12823,0.98178368806839,Warfarin,Tecarfarin,DB01201:Rifapentine (1.000); DB09308:Solithromycin (1.000); DB00954:Dirithromycin (1.000),DB12823:Tecarfarin (1.000)
DB00979,DB11181,0.981750786304474,Cyclopentolate,Homatropine,DB00979:Cyclopentolate (0.064); DB09262:Imidafenacin (0.040),DB11181:Homatropine (0.193); DB09262:Imidafenacin (0.050)
DB00682,DB13839,0.9817240238189696,Warfarin,Dipyrocetyl,DB01201:Rifapentine (1.000); DB09308:Solithromycin (1.000); DB00954:Dirithromycin (1.000),DB13839:Dipyrocetyl (1.000)
DB06117,DB13622,0.9816993474960328,"1alpha,24S-Dihydroxyvitamin D2",Selenium (75Se) norcholesterol,"DB06117:1alpha,24S-Dihydroxyvitamin D2 (0.343); DB14652:Clocortolone acetate (0.031)",DB13622:Selenium (75Se) norcholesterol (0.226); DB06210:Eltrombopag (0.006)
DB00981,DB13793,0.9816808104515076,Physostigmine,Vinburnine,DB00981:Physostigmine (0.105); DB09262:Imidafenacin (0.044),DB13793:Vinburnine (0.574); DB13967:Patent Blue (0.018)
DB01322,DB01873,0.9816144108772278,Kava,Epothilone D,DB01322:Kava (1.000),DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000)
DB13622,DB13689,0.9815471172332764,Selenium (75Se) norcholesterol,Tacalcitol,DB13622:Selenium (75Se) norcholesterol (0.226); DB06210:Eltrombopag (0.006),DB13689:Tacalcitol (0.214); DB00252:Phenytoin (0.031)
DB04892,DB13793,0.9815399050712584,Phenserine,Vinburnine,DB04892:Phenserine (0.146); DB09262:Imidafenacin (0.047),DB13793:Vinburnine (0.574); DB13967:Patent Blue (0.018)
DB01460,DB08953,0.9815378189086914,Diethyltryptamine,Indalpine,DB01460:Diethyltryptamine (1.000),DB12526:Batefenterol (1.000); DB11582:Thiocolchicoside (1.000); DB15149:Futibatinib (1.000)
DB06525,DB07983,0.9815357327461244,Ganstigmine,1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID,DB06525:Ganstigmine (1.000),DB07983:1-(4-IODOBENZOYL)-5-METHOXY-2-METHYL INDOLE-3-ACETIC ACID (1.000)
DB00328,DB13783,0.981389582157135,Indomethacin,Acemetacin,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB13783:Acemetacin (0.305); DB00682:Warfarin (0.007)
DB00844,DB01548,0.9812596440315248,Nalbuphine,Diprenorphine,DB00844:Nalbuphine (1.000),DB01548:Diprenorphine (0.611); DB09049:Naloxegol (0.312)
DB00328,DB01065,0.981215000152588,Indomethacin,Melatonin,DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000),DB01065:Melatonin (0.136); DB08880:Teriflunomide (0.006)
DB01521,DB13622,0.9811939597129822,Clostebol,Selenium (75Se) norcholesterol,DB01521:Clostebol (0.399); DB04630:Aldosterone (0.055),DB13622:Selenium (75Se) norcholesterol (0.226); DB06210:Eltrombopag (0.006)
DB06770,DB08523,0.9809998273849488,Benzyl alcohol,[HYDROXY(3-PHENYLPROPYL)AMINO]METHANOL,DB04952:Ramoplanin (1.000); DB11377:Bambermycins (1.000); DB11401:Efrotomycin (1.000),DB08523:[HYDROXY(3-PHENYLPROPYL)AMINO]METHANOL (1.000)
DB01873,DB11549,0.9809733033180236,Epothilone D,Tiletamine,DB05168:Vintafolide (1.000); DB00541:Vincristine (1.000); DB00361:Vinorelbine (1.000),DB11549:Tiletamine (0.014); DB08953:Indalpine (0.007)
DB08880,DB13268,0.9809385538101196,Teriflunomide,Acetarsol,DB00570:Vinblastine (1.000); DB12026:Voxilaprevir (1.000); DB11575:Grazoprevir (1.000),DB13268:Acetarsol (0.741); DB09299:Tenofovir alafenamide (0.028)
DB00206,DB00328,0.9809060096740724,Reserpine,Indomethacin,DB00682:Warfarin (0.002); DB00206:Reserpine (0.001),DB04911:Oritavancin (1.000); DB11720:Angiotensin 1-7 (1.000); DB01045:Rifampicin (1.000)
